v1,v2
ham,"Wohoo, lucky you! You get FREE unli texts to all networks and unli calls to GP/TM, valid for 1 day when you load at least P65 before 11/06/2022. Share- A-Load not included. REF#: FGTU2"
ham,Nakausap mo na b ate mo. Alam mo na b san k baba para sumakay pauwi
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,Ok. May pabili daw ba si mommy?
ham,Thank u
ham,"Get the healthcare you need, your way with HealthNow. Get P150 off on medicine delivery and video consultation for only 10 Rewards points today at glbe.co/GRewardsApp. T&Cs apply. Per DTI Fair Trade Permit No.
 FTEB-124400 Series of 2021"
ham,Received mmamshie HAHAHAHAHAHA
ham,Luck Day! Get 5000php Free 5000php Wiht Today!Luck Link: http://atinbet.beauty/ecA VIP channel: atinvip. com
ham,"It's not too late to claim your FREEBIE of 150MB for surfing valid for 2 days. Simply load a total of P15 by 04/07/21. Share-A-Load not included. If you've already claimed your freebie, please disregard this message. REF#: DGR63"
ham,"Your Fund Transfer of PHP40.00 to GCASH account ending in 1222 was SUCCESSFUL. Call (+632) 8405-7000
 for any discrepancy."
ham,Appreciate you
ham,"Treat yourself with these flash sales! For only 10 points, get a P100 voucher that you can use at The SM Store. You can also enjoy up to 90% off at ZALORA, Shopee, 0917 Lifestyle, grocery deliveries at PureGo, and others via glbe.co/GRewardsApp . Per DTI Fair Trade Permit No. FTEB- 113606 Series of 2021."
ham,"You have sent PHP 4350.00 of GCash to MARIA LEONOR TUASON 09178447856 on 03-04-2022 01:25
 PM. Your new balance is PHP 619.20. Ref. No. 5003734836120"
ham,923835 is your verification code. Use in 10 mins.
ham,"Your Go90 promo has expired. Go for more with Go+99 and get 8GB data for all sites, 8GB choice of apps and unli allnet texts for 7 days, for only P99. Just register to Go+ via https://glbe.co/globe-one or dial *143# and choose Go+."
ham,Thank you too! We really appreciate your patience and consideration â˜ºï¸
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 384962 for Fund Transfer amounting to PHP200.00. Ref No: 32C0"
ham,"You have paid P50.00 of GCash to purchase Giga Video 50 for 09280536997 on 06-17-22 10:18 AM.
 Your GCash balance is P92.73. Ref. No. 322595685."
ham,"238348 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"Sigi po. Thank you so much po. If hindi siya dumating today, yung office na lang po tawagan namin at papalitan na lang po namin ng driver."
ham,"Kumusta ka na zoren,"
spam,"W+ Hot Spin Game Kunin ang IPHONE PRO MAX 14 ED MATTHEW B.! Mag-
 sign up para sa W+ at makakuha ng 5499 sa ilang segundo! win7loveplus.com/LOVE14WIN"
ham,Celebrate GigaLife! Claim FREE GigaPoints from 9:19am-10:19am 'til Saturday when you log in to smrt.ph/GigaLifeApp Hold on to your Points for something BIGGER & BETTER on 9.19! #FreeOnGigaLife
spam,"Dear Mr. / Ms.(certified), we are looking for a team. You can work from home and earn 8000 pesos a day To accept this job, please click https://bit.ly/3vDSd1k"
ham,28Nov01:48 AM Load Balance: P0.00 Magic Data (No Expiry) MB: 10359.48 GigaPoints: 10.00
ham,"You have paid P50.00 of GCash to purchase Php 50 load for 09205660318
 on 01-03-22 11:19 AM. Your GCash
 balance is P5277.99. Ref. No. 588134661."
ham,"You have paid P50.00 of GCash to purchase Giga Video 50 for 09280536997 on 04-07-22 05:44 PM.
 Your GCash balance is P976.72. Ref. No. 365282910."
ham,Magpapasundo ka daw ba? 0.0
ham,Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 842559.
ham,"You have sent PHP 65.00 to CE***E SA*E P. 09397865922 on 10-17-2022
 08:38 PM. Your new balance is PHP 2100.00. Ref. No. 4006356586275."
ham,You are sharing your location from a new device. Log into your primary device for Life360 to work correctly. Learn more https://www.life360.com/multidevice.
spam,"Win The Big JACKPOT Up To 1,000,000.00PHP in The Best Online casino: PinasBet. 24/7 Immediate Cash In/Out. CLICK   https://kuy8.com/IXbHn"
ham,"You have received P50.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P74.73 07-01-22 12:01 PM.
 Ref. No. 3005006638057. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"You have been successfully loaded Gounli20 P20.00. Trace No: 1496624321 03/02/2022 02:34PM.
 More Globe/TM txt promos? INFO to 8080 4 free"
spam,"Hi ZOREN NATHANIEL Y., Ready. set.
 game and win billions of dollars at SBET plus get your 8888 free Bonus at sabongbet88.com"
ham,"310878 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
spam,"5M+ Jackpot Prize is waiting for you!PAYMAYA BONUS
FIRST:P100 Get P88! Get now http://vip0063.site/wtA"
spam,"Dear applicant, you have an unconfirmed part-time job, Now you can work from home and earn 3000 Peso daily. confirm immediately click https://bit.ly/3BNhs2r"
ham,"Hello po kuya! Pwede pong ipa-deliver na lang bukas yung order ko? DAVYNE GABRIEL po yung pangalan ko tapos ""bladeless fan"" at ""pajamas"" po yung items sa dalawang order. Wala po kasing kukuha sa bahay namin ngayon ng order, baka sayang lang po yung pagbiyahe niyo sa amin 😅"
ham,Claim your FREEBIE of 1GB for surfing valid for 7 days now! Simply load a total of P50 before 08/20/2021. Share-A- Load not included. REF#: DGR66
ham,Gutom ka ba AHAHAHAHAGA
ham,"Go for more GBs with Go+99! Enjoy 8GB data for all sites PLUS 8GB choice of apps, and unli allnet texts for 7 days, for only P99. Just register to Go+ via https://glbe.co/globe-one or dial *143# and choose Go+. No advisories? Text OFF to 2686 for free."
ham,You have successfully linked your GCash account to Discord. Enjoy easier online shopping with GCash now!
spam,DERRYL NESSIE G.! W+ Spin Game Kaagad maaari kang manalo ng IPHONE PRO MAX14 kaagad! Magrehistro ngayon para makakuha ng 5500 red packet!win7loveplus.com/LOVE14WIN
ham,"Your package P6402USTZMAB is out for delivery. Please prepare COD payment of 200.83 PHP, your rider is 09651695660. THANK YOU!"
ham,923604
ham,"You can now enjoy your borrowed MBSOS with 15MB of mobile data, valid for 1 day. On your next reload, P6 (P5 + P1 service fee) will be deducted. To check status, text MBSOSBAL to 3733."
ham,tricycle na po ako
ham,Your Shareable Data has expired.
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 1 GB + Unli Allnet Texts for 3 days with GIGA VIDEO 50."
ham,Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load a total of P50 before 01/09/2023. #BestTimeWithGlobe Share-A-Load not included. REF#: DGR65
ham,"Ituluy-tuloy ang gaming experience mo by reloading your PlayStation credits! Available in 10 USD, 20 SGD, and 80 HKD. Go to your GCash dashboard and tap Load to purchase today!"
ham,"Your Shareable Data will expire in 60 minutes.!!Want DOUBLE GIGA? Use
 *123# or smrt.ph/GigaLifeApp!"
ham,272392 is your OTP. Please enter this to confirm your CIMB Bank GSave account transaction.
ham,Tas if pipiliin mo lang din d pa umuwi at least makipagusap ka na lang sa kanila kaysa na magtext ka sa akin .-.
spam,Not only free bonus! Web: baraha-j.life True send bonus Baraha! Max benefits and events !n
ham,andto na po ako sa bahay niyo sor
ham,"With GLoan, machecheckout na ang wishlist mo! May pandagdag ka na sa budol budget, dahil pwede ka nang humiram ng P2,000 cash! Visit the GLoan page on the GCash app to learn more. No advisories? Tap go.gcash.com/optout."
ham,"You have paid P50.00 of GCash to purchase All Data 50 for 09289222475
 on 04-16-22 08:46 PM. Your GCash
 balance is P111.00. Ref. No. 474484472."
ham,"Anytime you need more load to call and text, you can borrow P35 right now, even from home! Just text LOAN LOAD35 to 3733 or dial *143# for the LOANS menu. On your next reload, add P42 (P35 and P7 service fee) to pay for this loan. #ExtraCareAtHome"
ham,"Your payment of P129.00 to Google has been successfully processed on 02-28-22 09:51:21 PM. Ref. No.
 332869631"
ham,Your Shareable Data will expire in 60 minutes.
ham,"Your remaining 0KB of free access to MetaverseGo will expire on 2022-09- 15, 13:47:27. Your access to the MetaverseGo Community Page will be revoked 7 days after the expiry of your MetaverseGo wallet. To maintain your premium access to MetaverseGo Community Page, you may register to Go+99 / Go90 or higher via the New GlobeOne app. Access the app at glbe.co/NewGlobeONE to register."
ham,"You have been successfully loaded GO90_STUDENTS P90.00. Trace No. 1309325588 10/14/2022 12:44:24.278.
 More Globe/TM txt promos? INFO to 8080 4 free"
ham,"Hi Emmanuel, how are you so far? Btw, this is Claude, Student and Alumni Relations Officer of EEEI and we would like to reach out to you during this time. Since the health of a lot of people has been affected by the Covid 19 pandemic, we just want to share that UP is extending financial assistance to students for their medical expenses incurred during the pandemic. You may check this FB link for more info: https://bit.ly/3b4CpJP Thank you and stay safe!"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2022-10-26, 12:20:46."
ham,Your Unli Allnet Texts has expired. Texts sent after this will now be charged to your other subscriptions or regular load.
ham,"You're now registered to SURF100MB! Enjoy 100MB for surfing valid until 2021-04-08, 17:18:20. To check status, text SURF100MB STATUS to 8080. To
 stop, text SURF100MB STOP to 8080. Data charges apply once SURF100MB is used up."
ham,"GO W|N Jackp0t, Totoong pera sa CAS1'NO makakakuha ka ng 108% sa unang rech'arge mo, web : http://2eplat.live Go ahead!u"
ham,D2 npo sir bubon balik nalng po ako mamaya
ham,Ayun pala eh .-. d ko na kasi ginagamit message mostly ngay D:
ham,"You have received PHP 1400.00 of GCash from JAIHZEL MILCAH MONTERO 09159618386 w/ MSG:
 Ester Gonzale. Your new balance is PHP 5886.24. Ref. No.
 4002987984346."
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 760286 for Fund Transfer amounting to PHP30.00. Ref No: 429B"
spam,"ZOREN NATHANIEL Y., Deposit
via GCash at W+ and enjoy an extra 3% bonus! Join now winningpIusprize.com"
ham,"Your payment of P125.00 to Google has been successfully processed on 03-04-21 11:17:33 AM. Ref. No.
 312483747 Tap
 https://gcashapp.page.link/KbWv to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash."
ham,Anak connect ka kay kuya barz para mamaya
ham,Nakauwi ka na?
ham,Your Trinet Mins will expire in 60 minutes. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Forda Head in the Clouds ALL-IN Experience for just 1 point! Get a chance to win 2-day festival passes, 3D2N accommodations and MORE. Dial *143# or via glbe.co/GLBOne to join the HITC Mystery Box Raffle. Per DTI Fair Trade Permit No. FTEB- 155711, Series of 2022. You have 14
 point/s as of Nov. 16, 2022."
spam,"Happy 10.10 Money Day! Dive into the ultimate savings and rewards from Maya for your bank, wallet, crypto, and beyond! Ready? Open your Missions in the app now."
ham,"PayMaya is now Maya! Cut yo' spending and get 1% cashback with your Visa card for payments worth P800 or more. Visit https://mayaph.co/1percent for details. DTI FTEB-141967, Series of 2022"
ham,"Claim your 1GB PER DAY freebie access to various apps with your GoSURF50! Just text the corresponding keyword to 8080. For GoSHARE&SHOP (FB, IG, Tiktok,
 Twitter, Lazada, Zalora and Shopee), text GS50 SNS For GoWATCH&PLAY (YT, Netflix, iWantTFC, Vivamax, HBO GO, Viu, VLive, LOL: Wild Rift, Arena of Valor, Mobile Legends, Call of Duty and more), text GS50 WNP For GoLISTEN&TRAVEL (Spotify, YT Music, Grab, Waze and more), text GS50 LNT For GoLEARN&WORK (YT
 Learning, Wikipedia, Zoom, Viber and WhatsApp), text GS50 LNW Plus, enjoy free 1GB GoWiFi access! To avail, go to GoWiFi locations here https://bit.ly/go-wifi and connect to @GoSurf_FreeWifi. Enjoy these with unlimited texts to all networks, valid for 3 days!"
ham,Good evening doc! Okay lang po ba if magpaschedule po ako ng braces adjustment tomorrow? 0.0 sorry po sa late na pasabi ><
ham,Yuz yuzzzz 0.0
ham,quennielynnbalidoy@gmail.com
ham,"Sorry, you're not registered to a valid internet promo. You must be registered to any of the following promos to avail GoPLAY10: Go50 (5GB for 3 days), Go90 (8GB for 7 days), Go120 (10GB
 + unli calls to Globe/TM for 7 days), or Go140 (11GB + unli calls to Globe/TM for 7 days). Just access the GlobeOne app at bit.ly/globeone to register."
spam,"vyc772233@gmail.com, Reply me through my email here now"
ham,Sumama na sa food trip with the barkada! Eat out & pay for your meals easily with GCash QR.
ham,The P20.21 amount that you sent to 09273283468 via Send with a Clip was just claimed!
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 1 GB + Unli Allnet Texts for 3 days with GIGA VIDEO 50."
ham,Indi paaa
ham,"You're now registered to GoSURF15 with 100MB plus app freebies, valid till 2022-10-27, 07:35:10."
ham,Your Unli Allnet Texts has expired. Texts sent after this will now be charged to your other subscriptions or regular load.
ham,"Hi! This is to remind you that SurfAlert will be activated for Globe Prepaid customers as protection from unexpected browsing charges. If you've already activated your SurfAlert, please disregard this message. Visit glbe.co/SurfAlert for more info."
ham,"You have paid P99.00 of GCash to purchase Smart Giga Video 99 with free Tiktok every day for 09280536997 on 06-24-22 08:00 AM. Your GCash
 balance is P183.73. Ref. No. 327777622."
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 08-18-22 10:42 PM.
 Your GCash balance is P199.28. Ref. No. 374921667."
ham,"You're now registered to Go50 for Students! Enjoy 5GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2021-10-07, 11:19:19."
ham,719251 is your OTP. Please enter this to confirm your CIMB Bank GSave account transaction.
ham,Nakasakay na me taxiii 0.0 Plate no. IRC 3186 NAME: BAGUIO PUV TRANSPORT CP No. 09178269523
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,"You're now registered to Go50 for Students! Enjoy 5GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-09-07, 13:21:01."
spam,Good day! Dont forget your SIM registration details!you need to update your GCash account to avoid blocking. Registerd here: https://v.ht/UntilApril26
ham,Coming now
ham,"Paperless billing is here! Access a digital copy of your Billing Notice via email. To receive your Billing Notice on time, simply update your contact info here: aia.com.ph/en/help- support/contact-info-update.html#get- in-touch Need assistance? Chat with Aya of AIA Philippines at facebook.com/AIAPhilippines or call us at (02) 8528-2000 (Mon to Fri, 8am to 5pm except holidays)."
ham,Truuuu ><
spam,"Online cockfighting betting field, madaling pagtaya sa mga mobile phone, libu-libong tao online, mabilis na payout. http://fdsv04.reviews"
ham,1 parcel(s) from Ninja Van is on delivery to you. Please prepare cash amount of ₱ 423.06.
spam,"CELINE SAGE P.,Awesome! Enjoy UNLIMITED DAILY REBATE in all
games at W+. Get up to .6% BONUS, Join now! wp4vip.com"
ham,"Important Advisory: On March 31, our ePlan customer portal will be turned off. Thus we urge you to switch and log in to the new customer portal My AIA using your ePlan credentials. Click here to get started bit.ly/37tv7R1."
ham,16Aug11:56 PM Regular Load: P16.00 Exp: 14Jul2023 02:29AM Magic Data (No Expiry) MB: 1905.84 GigaPoints: 10.00
ham,Your SURF1GB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more! Check the New GlobeOne app at glbe.co/NewGlobeONE for a list of available rewards.
ham,"Did you request to ALLOW this DEVICE to access your Gcash account? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO
 ANYONE because IT'S A SCAM! If you requested, your OTP is 925597."
ham,Awesome! Enjoy your FREE 3 GB FOR ALL SITES & APPS for 3 days from your EXTRA LOAD. Get MORE data when you buy another EXTRA LOAD!
ham,"Den sumagot ba yung rider? Kung hindi pa,pakitawagan mo ulit pag nakabreak ka. Salamat.."
spam,"ZOREN NATHANIEL Y., Get FREE
PHP20 on Winning Plus! Just register and get verified today! wpIus7ph.com"
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 12.8.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
ham,Kayang mag-save ng oras by paying bills straight from your phone! Just tap BILLS on your GCash app to start.
ham,Lapit na kami 0.0
ham,Cge po
ham,Don't miss your FREEBIE this week! Get it while it's still there! Dial *123# NOW to score great deals!
ham,"You have sent PHP 170.00 of GCash to ROBIN JACOB TRABALLO 09209460910 on 05-08-2022 05:10
 PM. Your new balance is PHP 1.00. Ref. No. 4004441589130"
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 2.6.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
ham,"100% balik-sweldo insurance with GInsure! Replace 100% of your income for 36 months plus 2 months cash bonus if you get disabled or pass away due to an accident or illness. Tap go.gcash.com/GInsureCFILAC to buy and pay only P150/month. Note: Quote for a 25 YO in excellent health, rides PUV and works in the office, earns 18K/month. No advisories? Tap go.gcash.com/optout."
ham,"You have been successfully loaded GOSURF50 P50.00. Trace No: 393337363 11/01/2021 12:08AM. More
 Globe/TM txt promos? INFO to 8080 4 free"
spam,Hi CELINE SAGE P. ! Make every bet count at JackpotCity! Claim up to .6% sabong rebate & 3% daily deposit bonus! jpcworldcup3.com
ham,"You have sent PHP 600.00 of GCash to ARMANDO CRIS ABULENCIA 09055121518 on 02-01-2021 04:38
 PM. Your new balance is PHP 5355.49. Ref. No. 5000850201500"
ham,You have 50 MB left in your VIDEO EVERY DAY today.
ham,Owkayyy ingatssss 0.0
ham,Oo
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,pwede ku pong isend ung dalawang proof of payment.
ham,You earned 1% CashBack on your GIGA purchase as GigaPoints! 1 GigaPoint = 1 Peso. Use the GigaLife App to earn MORE to redeem MORE! smrt.ph/GigaLifeApp
ham,"Want a Smarter way to Pay? We got you! Want DOUBLE DATA for Smart Bro? We got you too! Do these & more on GigaLife! Make sure you're on
 v.2.6.1 for the best experience! Update to get your FREE 100 MB! smrt.ph/GigaLifeApp"
ham,"CONGRATS! We've increased your GLoan limit to PHP 2,000 for being an awesome GCash user! Open the GCash app and click the GLoan icon (under Borrow) for more details. This promo is only valid for users with no active GLoan."
ham,"Hi, it's been a while. Register to any of your favorite promos like Go50, and stay connected. Text GO50 or your chosen promo keyword to 8080. REF#: FGGRW74"
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 271662 for Fund Transfer amounting to PHP2,000.00. Ref No: 1774"
ham,"07Apr 17:21: GIGA VIDEO 99 loaded
 to 639280536997 from 639477082229. Ref:EV8D76CSV2KI. !!!Use *123# to get FREE GIGA!!!"
ham,"Awesome! Thanks for loading! You now have your FREE 1GB for surfing valid for 1 day. To check the status of your freebie, text GHREW to 8080 for free.
 Watch out for more exciting offers from Globe! REF#: DGT96"
ham,"Get 1GB data with access to ALL sites, valid for 1 day when you redeem for only 10 Rewards points via the New GlobeOne app at glbe.co/NewGlobeONE. Points earned in 2021 are valid until March 31, 2022 only."
ham,"You currently do not have any active mobile internet promos. To enjoy more apps and worry-free surfing, register to GoSURF50! Just dial *143# and choose GoSURF50 to get 2GB for surfing and 1GB/day for 1 freebie, valid for 3 days."
spam,"Hi,Sumali Ngayon, Direktang makakuha ng 777p, Dobleng Deposit Bonus, tangkilikin ang Super S1OT: Web: bonus888x.live GO."
ham,"You have received P1000.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P1033.50 08-11-21 10:18 AM. Ref. No. 3001907555689. Use
 now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"Your payment of P129.00 to Google has been successfully processed on 06-29-22 11:49:31 AM. Ref. No.
 331672555"
ham,"To continue your login, your OTP is 183630. Never share your OTP. q0uXCqkIhgZ"
ham,"Your fave GIGA and ALL DATA promos now have FREE TIKTOK EVERY DAY!
 Be updated on the latest TikTok trends! Tap FREE TIKTOK FOR ALL now on
 smrt.ph/GigaLifeApp"
ham,You're trying to access sites not included in your promo OR haven't subscribed to one yet.
ham,Oki okiiii baka uuwi na kasi ako (half day lang kami ngayon foundation day kasi)
ham,"Hi! As of 2022-10-16, 11:23:29, the
 remaining MB on your active promos are: MetaverseGo: 974.78MB (until 2022-10-21, 12:44:25) DATA: 7.95GB
 (until 2022-10-21, 12:44:24) GoSURF
 Free WiFi: 1GB (until 2022-10-21, 12:44:24) GoLEARN&WORK: 63.71MB
 (until 2022-10-21, 12:44:25) For
 complete tracking of all your promos, go to the GlobeOne App at bit.ly/globeone"
spam,"MARINA SOPHIA F., Play and Earn with your friends at SUGARPLAY! Get up to PHP18.88 Bonus each successful referral. Join now! sugarb2luck.com"
ham,Double up the power of your GigaPoints for chances to win MILLIONS in cash prizes WEEKLY! Join GIGA MANIA with a tap on the GigaLife App!
ham,"Hi ading,   8am po"
ham,nasa dorm na po ako
ham,nasa bus na po ako
ham,"You have sent PHP 740.00 of GCash to SARABETH JOY CANAVE 09171203171 on 04-04-2022 06:34
 PM. Your new balance is PHP 1176.01. Ref. No. 5004075945951"
ham,OH OH NUUUU >< TOMORROW US MAY DINNER EH ><
ham,"Balance Inquiry via SMS will end soon. To check your latest balance, dial *123# and choose Balance/Services. It's FREE and as EASY as 1-2-3!"
ham,"You have paid P90.00 of GCash to purchase Go90 for Students for 09568301222 on 02-02-21 02:07 PM.
 Your GCash balance is P4369.50. Ref. No. 398291490."
ham,"Get 100MB data with access to ALL sites, valid for 1 day for only 2 Rewards points! It's the best time to be with Globe with exciting rewards available via the New GlobeOne app at glbe.co/NewGlobeONE."
ham,"Ate mel ano yung sinasabi ni daddy na basement parking sa abanao?? :""D Yun ba yung parking na malapit sa palengke?"
ham,G-251446 is your Google verification code.
ham,"06Apr 13:44: GIGA VIDEO 50 loaded
 to 639280536997. Ref:EV9D60TIO72A.
 Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-04-15, 00:36:27."
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,Gising ka pa ba hanggang mga 1 ganern AHAHAH
ham,"dalawa po kasi yung clinic na pinupuntahan nya sa baliwag, di ko po alam kung alin dyan yung dati po nating pinuntahan"
spam,"Hello, you have been selected for a full-time job. Daily salary of more than 10,000. Accept this post +WS:https://goo.gs/ebrpw"
ham,"Your OTP is 331885 using Galaxy J7 Pro(P 9). Never share this to anyone. If unauthorized, please call (632)88457788. q0uXCqkIhgZ"
ham,Last chance to use your GigaPoints! Your 10.00 GigaPoints will expire tomorrow. Redeem your favorite promos and rewards only on the GigaLife App Now! smrt.ph/GigaLifeApp
ham,"There's always an emergency text promo you can get even without load! Just send TXTSOS to 3733 to borrow 10 ALLNET texts, valid for 1 day, for just P6. You can also dial *143# and choose LOANS. To pay, just reload P6 and wait for the collection message."
spam,"ZOREN NATHANIEL Y., Join
BET88ph with IVANA Get Free P88 Cashback P8,888 Iivegames88.online"
ham,Punta ka ba sm? 0.0
ham,[#] Your Authy registration code is: 932935 bP+UGFWpwbd
ham,May delivery from LBC
ham,"NDRRMC: (4:10PM, 29Jul21) May
 banta ng tsunami mula sa dagat na nakaharap sa Alaska. Mag-antay sa karagdagang abiso."
ham,"296122 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"To check your balance and get the latest GIGA promos, dial *123# or it's SIMPLER with the NEW GigaLife App! http://onelink.to/GigaLifeApp"
ham,Get up to 30% interest rebates on your loan! Extended to 06/30/2021 T&Cs apply bit.ly/3bcbgpc No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291
spam,"ZOREN NATHANIEL Y.,
Supercharge  with GCash on W+! 100% Bonus up to P2000 + 3% extra. Visit now! wp4vip.com"
ham,Dapat sinabi mo agad para inantay ka namin
spam,Unofficial promos and raffles
ham,"Apply for a BPI Credit Card and get up to P30,000 cash credits, Annual Fee waivers forever & as low as 0% Balance transfer for 6 mos. Apply via go.gcash.com/ttapply until 09/10/22.
 DTI#142023. T&C apply. Visit go.gcash.com/ttt-and-c to learn more. No advisories? Tap go.gcash.com/optout."
ham,"Hi! We're happy to inform you that we've completed our maintenance activity. You may now continue enjoying your favorite promos and services.
 Thank you."
ham,Ayunnn sorry naistorbonata kita sa tulog mo ><
ham,"Sorry, your Buy Load transaction was unsuccessful. We have returned P75.00 to your account. Your balance is P1089.50 06-22-21 02:59 PM. Ref.
 No. 313715887."
ham,Your Unli Allnet Texts will expire in 60 minutes. Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,Sure sureee i will inform you 0.0
ham,"Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 490031. For your account security, do not share this code with anyone."
ham,Always MORE in the GigaLife App! Earn up to 5x MORE GigaPoints when you buy promos in the app. Earn MORE points to redeem FREE promos. smrt.ph/GigaLifeApp
ham,"Get FREE 5 GB for 2 days, mag-avail lang ng P100 or more regular load by 23-March-2022! Load now!"
spam,"CELINE SAGE P., Maximize your winnings with JACPOTCITY! Get 100% WELCOME BONUS up to
P2,000! Click! jpcbets.com"
ham,Use 207311 for two-factor authentication on Facebook.
ham,Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 283948.
ham,Your Go50 promo has expired. Get 2GB more for FREE with your Go50! Just register to Super Xclusive Go50 in the New GlobeOne app using your GCash or credit/debit card to get a total of 7GB data for all sites plus unli allnet texts for 3 days. Get it now via https://glbe.co/NewGlobeONE.
ham,"You have earned 1.8 Globe Rewards point/s. Your points balance as of today is 49.9. Points earned in 2020 are only valid for redemption until 03/31/2021.
 Download the Globe Rewards app via http://glbe.co/GRewardsApp to know the list of items you can redeem and partner stores where you can use your points as cash."
spam,"BONUS HERE

LUCKY GOLDEN EGG P8888
DAILY BONUS P10,000+
FIRST DEPOSIT 120x CASHBACK
MONEY SHOWER $9M
5% cashback

lodibet123 . com
lodibet123 . com"
ham,Kain na
ham,Yown langg >< edi kahit latur na lang 0.0
ham,"Your Fund Transfer of PHP20.00 to LANDBANK account ending in 5619 was SUCCESSFUL. Call (+632) 8405-
 7000 for any discrepancy."
spam,"ED MATTHEW B., Don't miss out the 8,888 welcome b0nus! claim now click here! *sbet. club*"
ham,Your Unli Allnet Texts will expire in 60 minutes. Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"Kuya sensya na po, pwedeng sa sabado na lang? Wala po palang tao sa bahay namin buong linggo"
ham,"Sorry, you have entered an invalid"
spam,"hi, looking for filipino, just OFFICE-BASED english teachers. you may apply on weekdays 1pm-8pm. details https://ioiokorea.com"
ham,And gusto mo magmeet nang 1pm? :>
ham,Your Go50 for Students has ended. Register again to Go50 for Students via GCash. Want to check out our other promos? Just dial *143# for free.
ham,"Due to numerous follow ups by my secretary and myself, I decided to give you one more chance to prove that I can trust your brand as an organization before I share my sentiments thru social media and speakers bureau. Thanks in advance"
ham,Your Twitch code is 9915847
ham,Congratulations! Your load transaction with Ref. No. 593734958 earned a scratch card entry! Click this link https://www.Load2Win.com and get a chance to win up to 100% your purchase! Keep buying load to earn more entries!
ham,"A Ninjavan rider is on it's way to deliver your parcel. Will you be able to receive your parcel today? Reply YES or RESCHEDULE or CANCEL. Kindly wait for their call or sms within today. Thank you. Ma'am/Sir, ano po ang complete address nila or landmark na malapit?"
ham,Painumin nyo meds at pakainin si lolo
ham,pakibayaran nalang po muna
ham,Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 277173.
ham,GOWZ AHAHAHA pasalubong niyo saken lasing na denden ganern ><
ham,"You have paid P56.00 of GCash to 7 Eleven on 06-15-22 07:29:18 AM. Ref.
 No. 421732308."
